"-688743.4281360949","-5203711.118439088","-5472833.152294429"
"-917361.3246849255","-4914254.353238703","-5703157.025277248"
"-1142969.145819859","-4608631.007100551","-5914734.660238976"
"-1364826.2075358066","-4287850.495066095","-6106876.182234749"
"-1582204.6020141633","-3952971.375587217","-6278955.965756791"
"-1794391.568866025","-3605097.827636736","-6430414.614171412"
"-2000691.812461863","-3245375.9855951765","-6560760.719280874"
"-2200429.7580255433","-2874990.1442451887","-6669572.39604088"
"-2392951.739409332","-2495158.846544962","-6756498.58821003"
"-2577628.1117244344","-2107130.8671490424","-6821260.141458092"
"-2753855.2822776986","-1712181.1048988681","-6863650.6412125295"
"-2921057.653557836","-1311606.3977165758","-6883537.013275547"
"-3078689.472323048","-906721.2735044307","-6880859.885994509"
"-3226236.579164731","-498853.6507788573","-6855633.7135151625"
"-3363218.053258205","-89340.50285339552","-6807946.660387491"
"-3489187.747359476","320476.5005707524","-6737960.2485266"
"-3603735.7084664213","729255.3605436779","-6645908.768254048"
"-3706489.479931671","1135658.1109075213","-6532098.45585655"
"-3797115.281192538","1538355.1614851332","-6396906.440798061"
"-3875319.06166873","1936029.6087743815","-6240779.466405852"
"-3940847.4257710753","2327381.500654331","-6064232.388520472"
"-3993488.426362519","2711132.0417941366","-5867846.457251647"
"-4033072.22441555","3086027.7266751598","-5652267.387616659"
"-4059471.6130169635","3450844.387390777","-5418203.225452831"
"-4072602.4042806677","3804391.1436755843","-5166422.015590611"
"-4072423.6781409844","4145514.2429353637","-4897749.279847467"
"-4058937.892412133","4473100.778400339","-4613065.312954192"
"-4032190.853912982","4786082.273905969","-4313302.3050532285"
"-3992271.55086931","5083438.124216895","-3999441.299912862"
"-3939311.847217686","5364198.880249861","-3672508.9984798366"
"-3873486.03984494","5627449.369019422","-3333574.4178460333"
"-3795010.2802041923","5872331.638625054","-2983745.416130893"
"-3704141.86215176","6098047.719119352","-2624165.094179705"
"-3601178.3782481933","6303862.190642706","-2256008.0853475104"
"-3486456.7471602396","6489104.550779917","-1880476.7449786984"
"-3360352.11518804","6653171.373687049","-1498797.251502193"
"-3223276.63532239","6795528.254151882","-1112215.631340689"
"-3075678.127609445","6915711.530386904","-721993.7200788786"
"-2918038.624964216","7013329.780009456","-329405.0725489992"
"-2750872.8089284035","7088065.0843373975","64269.165328384166"
"-2574726.340211743","7139674.056819942","457744.4099656717"
"-2390174.0891881976","7167988.632130246","849736.8056996436"
"-2197818.2718378035","7172916.613167484","1238967.3893881626"
"-1998286.4969311778","7154441.973950514","1624166.2408116022"
"-1792229.730545182","7112624.917130315","2004076.6056805195"
"-1580320.184274252","7047601.685603195","2377458.978091783"
"-1363249.133761469","6959584.128468988","2743095.1293550506"
"-1141724.6744152524","6848859.022346405","3099792.0702309855"
"-916469.4214008993","6715787.149829211","3446385.933782015"
"-688218.1611998016","6560802.1376395915","3781745.7662363662"
"-457715.4622122743","6384409.057807236","4104777.21350665"
"-225713.25204128496","6187182.795971269","4414426.091285468"
"7031.630766675172","5969766.191665141","4709681.826962473"
"239759.90263195176","5732867.956199456","4989580.761969618"
"471712.31052053656","5477260.374501325","5253209.303563999"
"702132.1091425301","5203776.797999194","5499706.915499554"
"930267.5316812688","4913308.936355978","5728268.937520013"
"1155374.2459504148","4606803.956547729","5938149.224124326"
"1376717.7878896596","4285261.398458158","6128662.593611809"
"1593575.9643505295","3949729.9168067477","6299187.079005396"
"1805241.217192592","3601303.859848766","6449165.973077181"
"2011022.9408071707","3241119.695874841","6578109.660358264"
"2210249.7453109412","2870352.2990944716","6685597.2297034515"
"2402271.6578052063","2490211.1070082365","6771277.861698124"
"2586462.254278248","2101936.1618554597","6834871.985937604"
"2762220.7149377833","1706794.0491650994","6876172.203976088"
"2928973.7959974804","1306073.746834913","6895043.974529448"
"3086177.7112056212","901082.3985160124","6891426.058322102"
"3233319.916694112","493141.0253838578","6865330.720788622"
"3369920.793041877","83580.1906313156","6816843.691673548"
"3495535.218786675","-326264.3687773332","6746123.881414056"
"3609754.0299829016","-735056.1284019937","6653402.855036598"
"3712205.3607883733","-1141462.1658858429","6538984.065147025"
"3802555.8604691685","-1544157.538949917","6403241.846440086"
"3880511.782636895","-1941829.637008892","6246620.174995377"
"3945819.942975281","-2333182.491663296","6069631.19645875"
"3998268.542171393","-2716941.03144896","5872853.528027739"
"4037687.8512389124","-3091855.2664058856","5656930.339962634"
"4063950.75690479","-3456704.3882655664","5422567.223128146"
"4076973.165224448","-3810300.772346956","5170529.8498306405"
"4076714.2620921135","-4151493.8675963283","4901641.435949342"
"4063176.629819852","-4479173.961603104","4616780.013063117"
"4036406.2194691426","-4792275.807871416","4316875.519944933"
"3996492.1791303805","-5089782.103123237","4002906.723430238"
"3943566.5388558134","-5370726.802951479","3675897.9792611445"
"3877803.753458463","-5634198.264728261","3336915.8440622664"
"3799420.1048909607","-5879342.207301343","2987065.550114695"
"3708672.9664118155","-6105364.477678415","2627487.3550591473"
"3605859.931230518","-6311533.615600943","2259352.779076428"
"3491317.8087947294","-6497183.207643525","1883860.7424611677"
"3365421.492340921","-6661714.023237987","1502233.6168221217"
"3228582.701772056","-6804595.925809958","1115713.2034080294"
"3081248.606350688","-6925369.553026297","725556.6522714955"
"2923900.332101393","-7023647.76098036","333032.33614400384"
"2757051.359201262","-7099116.82798512","-60584.30699719102"
"2581245.81499975","-7151537.414498383","-454014.94863475725"
"2397056.6686483943","-7180745.276565131","-845982.5476518277"
"2205083.8336354634","-7186651.731026494","-1235215.517519374"
"2005952.184809582","-7169243.871609176","-1620451.8688431699"
"1800309.4967389312","-7128584.535869228","-2000443.3135338833"
"1588824.3104880545","-7064812.023817475","-2373959.3170631756"
"1372183.736102071","-6978139.569896273","-2739791.0855152262"
"1151091.1982677553","-6868854.570805991","-3096755.4744349057"
"926264.1327723757","-6737317.572491562","-3443698.8068091604"
"698431.6415041002","-6583961.020391455","-3779500.587894879"
"468332.1138323725","-6409287.777821123","-4103077.1050223736"
"236710.82227299907","-6213869.418107589","-4413384.900956495"
"4317.500381098801","-5998344.296809171","-4709424.109884598"
"-228096.08917407013","-5763415.411042177","-4990241.645619835"
"-459778.58841453015","-5509848.053592806","-5254934.232156935"
"-689981.4718439305","-5238467.270115861","-5502651.267293224"
"-917961.4603957547","-4950155.128310608","-5732597.510627299"
"-1142982.9138054827","-4645847.808516697","-5944035.587869228"
"-1364320.1937900044","-4326532.52568885","-6136288.304036581"
"-1581259.990557938","-3993244.2931866995","-6308740.758767359"
"-1793103.6053369788","-3647062.539254997","-6460842.257651803"
"-1999169.1817880261","-3289107.5874691517","-6592108.014167196"
"-2198793.879379528","-2920537.0127811143","-6702120.637490981"
"-2391335.9820181974","-2542541.8851206345","-6790531.402165565"
"-2576176.9354727753","-2156342.912787178","-6857061.296290316"
"-2752723.307384951","-1763186.4981080238","-6901501.845621074"
"-2920408.6639345977","-1364340.7180385657","-6923715.711662077"
"-3078695.3575140145","-961091.2425420723","-6923637.0625382615"
"-3227076.220067074","-554737.2037082249","-6901271.71613499"
"-3365076.157062567","-146587.028653361","-6856697.055686248"
"-3492253.637395852","262045.75070897437","-6790061.718678683"
"-3608202.074848013","669846.6979302677","-6701585.060616952"
"-3712551.097076067","1075504.6692534694","-6591556.395863062"
"-3804967.698460343","1477715.99479926","-6460334.018418629"
"-3885157.273495104","1875188.630807143","-6308344.006161638"
"-3952864.527774788","2266646.2701600916","-6136078.812677932"
"-4007874.2639999376","2650832.39858872","-5944095.651441009"
"-4050012.040803352","3026514.284150901","-5733014.677690199"
"-4079144.702576961","3392486.8878146457","-5503516.973936535"
"-4095180.7788630333","3747576.6832348807","-5256342.345586079"
"-4098070.752258373","4090645.3741078437","-4992286.933711426"
"-4087807.194166606","4420593.497809342","-4712200.652522712"
"-4064424.768120668","4736363.904373949","-4416984.459588593"
"-4028000.100784303","5036945.100251035","-4107587.467334637"
"-3978651.5211273297","5321374.446678864","-3785003.904800666"
"-3916538.6686534104","5588741.202949682","-3450269.9390685204"
"-3841861.9719408853","5838189.405295336","-3104460.3661773186"
"-3754861.9991356297","6068920.572603937","-2748685.181723086"
"-3655818.682409579","6280196.230682721","-2384086.041693411"
